-0.005	-0.0007500000768
-0.0049900000000000005	-0.0006015625615999999
-0.00498	-0.0006796875696
-0.0049700000000000005	-0.0006875000704
-0.00496	-0.0006562500671999999
-0.00495	-0.0006562500671999999
-0.00494	-0.0007187500736
-0.00493	-0.0007187500736
-0.00492	-0.00058593756
-0.00491	-0.0006953125712
-0.0049	-0.0005781250592
-0.00489	-0.0007109375728
-0.00488	-0.0006875000704
-0.00487	-0.0006718750687999999
-0.00486	-0.0006015625615999999
-0.00485	-0.0007109375728
-0.00484	-0.0005703125584
-0.00483	-0.0005234375536
-0.0048200000000000005	-0.0005781250592
-0.00481	-0.0006562500671999999
-0.0048000000000000004	-0.0006484375664
-0.00479	-0.0005546875568
-0.00478	-0.0005390625552
-0.00477	-0.0005937500608
-0.00476	-0.0006484375664
-0.00475	-0.0006562500671999999
-0.00474	-0.0006015625615999999
-0.00473	-0.0006015625615999999
-0.00472	-0.0005937500608
-0.00471	-0.0004921875503999999
-0.0047	-0.0005937500608
-0.00469	-0.0005390625552
-0.00468	-0.000703125072
-0.00467	-0.0007343750752
-0.00466	-0.000703125072
-0.00465	-0.0006796875696
-0.00464	-0.00058593756
-0.0046300000000000004	-0.0008046875824
-0.00462	-0.0006328125648
-0.00461	-0.0005546875568
-0.0046	-0.00058593756
-0.00459	-0.0006015625615999999
-0.00458	-0.0005546875568
-0.00457	-0.0006718750687999999
-0.00456	-0.0006718750687999999
-0.00455	-0.0006718750687999999
-0.00454	-0.000664062568
-0.00453	-0.000703125072
-0.00452	-0.0005390625552
-0.00451	-0.00058593756
-0.0045000000000000005	-0.00058593756
-0.00449	-0.000625000064
-0.00448	-0.0007187500736
-0.00447	-0.0006796875696
-0.00446	-0.0005390625552
-0.00445	-0.0005156250528
-0.00444	-0.0005546875568
-0.00443	-0.0007812500799999999
-0.00442	-0.000625000064
-0.00441	-0.0007109375728
-0.0044	-0.0007109375728
-0.00439	-0.000703125072
-0.00438	-0.000625000064
-0.00437	-0.0005546875568
-0.00436	-0.0005234375536
-0.00435	-0.000664062568
-0.00434	-0.0005156250528
-0.0043300000000000005	-0.0007421875759999999
-0.00432	-0.000703125072
-0.00431	-0.0005781250592
-0.0043	-0.000703125072
-0.00429	-0.0007187500736
-0.00428	-0.0007500000768
-0.00427	-0.0005781250592
-0.00426	-0.0006875000704
-0.00425	-0.0007187500736
-0.00424	-0.0005390625552
-0.00423	-0.0006328125648
-0.00422	-0.0006015625615999999
-0.00421	-0.0006093750624
-0.0042	-0.0006406250656
-0.00419	-0.0006875000704
-0.00418	-0.0006718750687999999
-0.00417	-0.0006015625615999999
-0.0041600000000000005	-0.0005625000575999999
-0.00415	-0.0005703125584
-0.00414	-0.0006484375664
-0.00413	-0.0006171875631999999
-0.00412	-0.0006328125648
-0.00411	-0.0005234375536
-0.0041	-0.0006796875696
-0.00409	-0.0005234375536
-0.00408	-0.0006015625615999999
-0.00407	-0.000468750048
-0.00406	-0.0005937500608
-0.00405	-0.0006796875696
-0.00404	-0.0005703125584
-0.00403	-0.0006328125648
-0.00402	-0.0005234375536
-0.00401	-0.0006484375664
-0.004	-0.0006796875696
